as_of,und,exp_dt,strike_px,put_call,bid_px,ask_px,last_px,trd_vol,oi,imp_vol,delta,opt_root,exch,snap_id,rec_hash
2026-07-27,ES,09/18/26,5900,P,181,183.5,182.25,9255,24593,0.1124,-0.114,ES,CME,snap-20260727-es,ES-20260918-5900-P-20260727
07/27/2026,ES,2026-09-18,5950,C,87.75,88.75,88.25,10496,42994,0.114,0.845,ES,CME,snap-20260727-es,ES-20260918-5950-C-20260727
2026-07-27,ES,20260918,5950,P ,231.5,234.75,233,10784,42313,0.1134,-0.155,ES,CME,snap-20260727-es,ES-20260918-5950-P-20260727
2026-07-27,ES,2026-09-18,6000,C,88.5,89.75,89,9704,26021,0.1152,0.811,ES,CME,snap-20260727-es,ES-20260918-6000-C-20260727
2026-07-27,ES,09/18/2026,6000,P,282,285.75,284,14067,57046,0.1144,-0.189,ES,CME,snap-20260727-es,ES-20260918-6000-P-20260727
07/27/26,ES,09/18/2026,6050,C,89.5,90.75,90,7613,"23,614",0.1164,0.784,ES,CME,snap-20260727-es,ES-20260918-6050-C-20260727
2026-07-27,ES,2026-09-18,"6,050.00",P,332.25,337,334.5,12516,51406,0.1154,-0.216,ES,CME,snap-20260727-es,ES-20260918-6050-P-20260727
07/27/2026,ES,2026-09-18,6100,C,90.5,91.75,91.00,10230,36978,0.12,0.761,ES,CME,snap-20260727-es,ES-20260918-6100-C-20260727
2026-07-27,ES,09/18/2026,6100,P,382.5,388.25,385.5,5931,24201,0.12,-0.239,ES,CME,snap-20260727-es,ES-20260918-6100-P-20260727
20260727,ES,09/18/26,6150,C,91.25,92.75,92,5212,20463,0.1189,0.741,ES,CME,snap-20260727-es,ES-20260918-6150-C-20260727
2026-07-27,ES,09/18/2026,6150,P,433,439.5,436.25,3642,15864,0.1175,-0.259,ES,CME,snap-20260727-es,ES-20260918-6150-P-20260727
07/27/2026,ES,2026-09-18,6200,C,92.25,93.75,93,2680,11950,0.1201,0.725,ES,CME,snap-20260727-es,ES-20260918-6200-C-20260727
2026-07-27,ES,2026-09-18,6200,P,483.25,490.75,487.00,4441,"19,590",0.1185,-0.275,ES,CME,snap-20260727-es,ES-20260918-6200-P-20260727
07/27/2026,ES,20260918,6250,C,93.25,94.5,94,"2,236",7457,0.1213,0.71,ES,CME,snap-20260727-es,ES-20260918-6250-C-20260727
07/27/2026,ES,09/18/26,6250,P,533.5,542,537.75,950,3496,0.1195,-0.29,ES,CME,snap-20260727-es,ES-20260918-6250-P-20260727
2026-07-27,ES,09/18/2026,"6,300.00",C,94,95.50,94.75,1221,3779,0.1225,0.697,ES,CME,snap-20260727-es,ES-20260918-6300-C-20260727
2026-07-27,ES,2026-09-18,6300,P,583.75,593.25,588.5,1242,5083,0.1205,-0.303,ES,CME,snap-20260727-es,ES-20260918-6300-P-20260727
07/27/2026,ES,10/16/2026,5300,C,614.5,626,620.25,803,3265,0.1207,0.695,ES,CME,snap-20260727-es,ES-20261016-5300-C-20260727
20260727,ES,2026-10-16,5300,P,120.25,122.5,121.5,846,3112,0.1269,-0.305,ES,CME,snap-20260727-es,ES-20261016-5300-P-20260727
20260727,ES,10/16/26,5350,C,564.25,574.25,569.25,1046,3201,0.1197,0.707,ES,CME,snap-20260727-es,ES-20261016-5350-C-20260727
2026-07-27,ES,2026-10-16,5350,P,118.75,121.00,120,909,3018,0.1253,-0.293,ES,CME,snap-20260727-es,ES-20261016-5350-P-20260727
2026-07-27,ES,10/16/26,5400,C,513.75,522.75,518.25,4397,15096,0.1187,0.722,ES,CME,snap-20260727-es,ES-20261016-5400-C-20260727
07/27/2026,ES,10/16/2026,5400,P,117.25,119.25,118.25,3192,8168,0.1236,-0.278,ES,CME,snap-20260727-es,ES-20261016-5400-P-20260727
20260727,ES,2026-10-16,"5,450.00",C,463.25,471.25,467.25,4429,19784,0.1177,0.738,ES,CME,snap-20260727-es,ES-20261016-5450-C-20260727
2026-07-27,ES,2026-10-16,"5,450.00",P,115.75,117.75,116.75,4833,16303,0.122,-0.262,ES,CME,snap-20260727-es,ES-20261016-5450-P-20260727
2026-07-27,ES,10/16/2026,5500,Call,413,420,416.5,3345,12303,0.1166,0.757,ES,CME,snap-20260727-es,ES-20261016-5500-C-20260727
2026-07-27,ES,10/16/2026,5500,Call,413,420,416.5,3345,12303,0.1166,0.757,ES,CME,snap-20260727-es-retry,ES-20261016-5500-C-20260727
2026-07-27,ES,2026-10-16,5500,P,114.25,116.25,115.25,8588,44491,0.1204,-0.243,ES,CME,snap-20260727-es,ES-20261016-5500-P-20260727
2026-07-27,ES,2026-10-16,5550,C,362.50,368.5,365.5,5597,14394,0.1156,0.779,ES,CME,snap-20260727-es,ES-20261016-5550-C-20260727
07/27/2026,es,20261016,5550,P,112.75,114.5,113.5,7115,32457,0.1188,-0.221,ES,CME,snap-20260727-es,ES-20261016-5550-P-20260727
2026-07-27,ES,2026-10-16,5600,C,312,317,314.5,13826,37275,0.1146,0.806,ES,CME,snap-20260727-es,ES-20261016-5600-C-20260727
2026-07-27,ES,2026-10-16,5600,P,111.25,113.00,112,15304,53009,0.1171,-0.194,ES,CME,snap-20260727-es,ES-20261016-5600-P-20260727
20260727,ES,2026-10-16,5650,C,261.5,265.5,263.5,4167,12328,0.1136,0.838,ES,CME,snap-20260727-es,ES-20261016-5650-C-20260727
2026-07-27,ES,2026-10-16,5650,P,109.75,111.5,110.5,5392,21343,0.1155,-0.162,ES,CME,snap-20260727-es,ES-20261016-5650-P-20260727
07/27/2026,ES,10/16/2026,5700,C,211,214.25,212.5,10819,"49,340",0.11,0.877,ES,CME,snap-20260727-es,ES-20261016-5700-C-20260727
2026-07-27,ES,10/16/26,5700,P,108.25,109.75,109,10473,31595,0.1139,-0.123,ES,CME,snap-20260727-es,ES-20261016-5700-P-20260727
2026-07-27,ES,20261016,5750,C,160.25,162.75,161.5,7383,25357,0.1116,0.927,ES,CME,snap-20260727-es,ES-20261016-5750-C-20260727
2026-07-27,ES,2026-10-16,5750,put,106.75,108.25,107.50,7778,28507,0.1123,-0.073,ES,CME,snap-20260727-es,ES-20261016-5750-P-20260727
2026-07-27,ES,20261016,5800,C,109.75,111.5,110.5,15146,59618,0.1106,0.993,ES,CME,snap-20260727-es,ES-20261016-5800-C-20260727
07/27/2026,ES,2026-10-16,5800,P,105,106.75,106,24144,130650,0.1107,-0.007,ES,CME,snap-20260727-es,ES-20261016-5800-P-20260727
2026-07-27,ES,20261016,5850,C,106,107.5,106.75,6576,21438,0.1116,0.938,ES,CME,snap-20260727-es,ES-20261016-5850-C-20260727
20260727,ES,10/16/26,5850,P,150.75,153,152,12489,63649,0.1114,-0.062,ES,CME,snap-20260727-es,ES-20261016-5850-P-20260727
07/27/2026,ES,2026-10-16,5900,C,107.25,108.75,108.00,13892,51903,0.1128,0.89,ES,CME,snap-20260727-es,ES-20261016-5900-C-20260727
07/27/2026,ES,2026-10-16,5900,C,107.25,108.75,108.00,13892,51903,0.1128,0.89,ES,CME,snap-20260727-es-retry,ES-20261016-5900-C-20260727
2026-07-27,ES,2026-10-16,5900,P,201.25,204.5,203,18175,85318,0.1124,-0.114,ES,CME,snap-20260727-es,ES-20261016-5900-P-20260727
2026-07-27,ES,2026-10-16,5950,C,108.25,110,109,11146,36737,0.114,0.845,ES,CME,snap-20260727-es,ES-20261016-5950-C-20260727
2026-07-27,ES,10/16/2026,5950,put,251.75,255.75,253.75,11206,36370,0.1134,-0.155,ES,CME,snap-20260727-es,ES-20261016-5950-P-20260727
2026-07-27,es,2026-10-16,6000,Call,109.50,111.25,110.5,8585,40977,0.1152,0.811,ES,CME,snap-20260727-es,ES-20261016-6000-C-20260727
2026-07-27,ES,2026-10-16,6000,P,302.25,307.25,304.75,15267,38917,0.1144,-0.19,ES,CME,snap-20260727-es,ES-20261016-6000-P-20260727
2026-07-27,ES,2026-10-16,"6,050.00",C,110.5,112.25,111.5,5406,14949,0.1164,0.784,ES,CME,snap-20260727-es,ES-20261016-6050-C-20260727
2026-07-27,ES,2026-10-16,6050,P,352.75,358.75,355.75,5156,19042,0.1154,-0.216,ES,CME,snap-20260727-es,ES-20261016-6050-P-20260727
07/27/2026,es,10/16/2026,6100,Call,111.75,113.50,112.5,8612,23730,0.1176,0.761,ES,CME,snap-20260727-es,ES-20261016-6100-C-20260727
07/27/2026,ES,2026-10-16,6100,P,403.25,410,406.5,"5,680",14754,0.1165,-0.239,ES,CME,snap-20260727-es,ES-20261016-6100-P-20260727
2026-07-27,ES,2026-10-16,6150,C,112.75,114.75,113.75,4140,18424,0.1189,0.741,ES,CME,snap-20260727-es,ES-20261016-6150-C-20260727
2026-07-27,es,2026-10-16,6150,P,453.75,461.5,457.5,4484,12344,0.1175,-0.259,ES,CME,snap-20260727-es,ES-20261016-6150-P-20260727
07/27/2026,ES,2026-10-16,6200,C,114,116,115,2619,11592,0.1201,0.725,ES,CME,snap-20260727-es,ES-20261016-6200-C-20260727
07/27/2026,ES,10/16/26,6200,put,504.25,513,508.5,4297,18046,0.1185,-0.275,ES,CME,snap-20260727-es,ES-20261016-6200-P-20260727
2026-07-27,es,2026-10-16,6250,C,115,117.00,116,816,"2,163",0.1213,0.71,ES,CME,snap-20260727-es,ES-20261016-6250-C-20260727
07/27/2026,ES,10/16/2026,6250,P,554.5,564.5,559.5,738,"3,888",0.1195,-0.29,ES,CME,snap-20260727-es,ES-20261016-6250-P-20260727
20260727,ES,2026-10-16,6300,C,116.25,118.25,117.25,445,1794,0.1225,0.697,ES,CME,snap-20260727-es,ES-20261016-6300-C-20260727
2026-07-27,ES,20261016,6300,P,605,616.00,610.5,389,1637,0.12,-0.303,ES,CME,snap-20260727-es,ES-20261016-6300-P-20260727
2026-07-27,ES,2026-12-18,5300,C,651,666.5,658.75,354,805,0.1207,0.695,ES,CME,snap-20260727-es,ES-20261218-5300-C-20260727
2026-07-27,ES,2026-12-18,5300,P,160,163.75,162.00,185,496,0.1269,-0.305,ES,CME,snap-20260727-es,ES-20261218-5300-P-20260727
20260727,ES,12/18/2026,5350,C,600.5,614.5,607.5,383,1221,0.1197,0.707,ES,CME,snap-20260727-es,ES-20261218-5350-C-20260727
07/27/2026,ES,2026-12-18,5350,put,158.00,161.75,160,308,933,0.1253,-0.293,ES,CME,snap-20260727-es,ES-20261218-5350-P-20260727
2026-07-27,ES,2026-12-18,5400,C,549.75,562.5,556.00,"2,106",8098,0.1187,0.722,ES,CME,snap-20260727-es,ES-20261218-5400-C-20260727
07/27/2026,ES,20261218,5400,P,156,159.50,157.75,1047,5095,0.1236,-0.278,ES,CME,snap-20260727-es,ES-20261218-5400-P-20260727
2026-07-27,ES,20261218,"5,450.00",C,499.25,510.5,505,2055,8519,0.1177,0.738,ES,CME,snap-20260727-es,ES-20261218-5450-C-20260727
20260727,es,12/18/2026,5450,P,154,157.5,155.75,1993,10575,0.122,-0.262,ES,CME,snap-20260727-es,ES-20261218-5450-P-20260727
20260727,ES,12/18/2026,"5,500.00",C,448.5,458.5,453.5,3110,9138,0.1166,0.757,ES,CME,snap-20260727-es,ES-20261218-5500-C-20260727
20260727,ES,12/18/2026,"5,500.00",C,448.5,458.5,453.5,3110,9138,0.1166,0.757,ES,CME,snap-20260727-es-retry,ES-20261218-5500-C-20260727
20260727,ES,12/18/2026,5500,P,152.00,155.25,153.5,2666,11546,0.1204,-0.243,ES,CME,snap-20260727-es,ES-20261218-5500-P-20260727
2026-07-27,ES,2026-12-18,5550,Call,398,406.75,402.50,3336,10289,0.1156,0.779,ES,CME,snap-20260727-es,ES-20261218-5550-C-20260727
20260727,ES,2026-12-18,5550,P,150.00,153.25,151.5,3792,"15,871",0.1188,-0.221,ES,CME,snap-20260727-es,ES-20261218-5550-P-20260727
20260727,ES,2026-12-18,5600,C,347.25,354.75,351,5458,19038,0.1146,0.806,ES,CME,snap-20260727-es,ES-20261218-5600-C-20260727
07/27/26,ES,12/18/26,"5,600.00",P,148,151,149.5,5751,15458,0.1171,-0.194,ES,CME,snap-20260727-es,ES-20261218-5600-P-20260727
2026-07-27,ES,12/18/26,5650,Call,296.5,303,299.75,3745,13016,0.1136,0.838,ES,CME,snap-20260727-es,ES-20261218-5650-C-20260727
07/27/26,ES,2026-12-18,5650,P,145.75,149,147.5,"6,164",20235,0.1155,-0.162,ES,CME,snap-20260727-es,ES-20261218-5650-P-20260727
2026-07-27,ES,2026-12-18,5700,C,246,251,248.5,2922,8669,0.1126,0.877,ES,CME,snap-20260727-es,ES-20261218-5700-C-20260727
2026-07-27,ES,2026-12-18,5700,P,143.75,146.75,145.25,4818,13089,0.1139,-0.123,ES,CME,snap-20260727-es,ES-20261218-5700-P-20260727
2026-07-27,ES,12/18/2026,5750,Call,195.25,199.25,197.25,3817,9953,0.11,0.927,ES,CME,snap-20260727-es,ES-20261218-5750-C-20260727
2026-07-27,ES,20261218,5750,P,141.75,144.75,143.25,3688,16133,0.1123,-0.073,ES,CME,snap-20260727-es,ES-20261218-5750-P-20260727
2026-07-27,ES,2026-12-18,5800,C,144.5,147.25,146,3540,15114,0.1106,0.993,ES,CME,snap-20260727-es,ES-20261218-5800-C-20260727
20260727,ES,2026-12-18,5800,Put,139.75,142.5,141,7677,"41,310",0.1107,-0.007,ES,CME,snap-20260727-es,ES-20261218-5800-P-20260727
2026-07-27,ES,2026-12-18,"5,850.00",C,141,143.75,142.50,3707,"10,576",0.1116,0.938,ES,CME,snap-20260727-es,ES-20261218-5850-C-20260727
20260727,ES,12/18/2026,5850,P,185.5,189.25,187.5,6249,28320,0.1114,-0.062,ES,CME,snap-20260727-es,ES-20261218-5850-P-20260727
20260727,ES,2026-12-18,5900,C,142.5,145.5,144,8291,"33,253",0.1128,0.89,ES,CME,snap-20260727-es,ES-20261218-5900-C-20260727
20260727,ES,12/18/26,5900,P,236.25,241.25,238.75,3786,19330,0.1124,-0.114,ES,CME,snap-20260727-es,ES-20261218-5900-P-20260727
07/27/26,ES,2026-12-18,5950,C,144,147,145.5,2509,10909,0.114,0.845,ES,CME,snap-20260727-es,ES-20261218-5950-C-20260727
07/27/2026,ES,20261218,5950,P,287,293,290,4280,19194,0.1134,-0.155,ES,CME,snap-20260727-es,ES-20261218-5950-P-20260727
2026-07-27,ES,2026-12-18,6000,C,145.5,148.50,147,3503,10033,0.1152,0.811,ES,CME,snap-20260727-es,ES-20261218-6000-C-20260727
07/27/2026,ES,12/18/26,6000,P,337.75,345,341.5,5443,15368,0.1144,-0.189,ES,CME,snap-20260727-es,ES-20261218-6000-P-20260727
2026-07-27,ES,20261218,"6,050.00",C,147,150.25,148.5,1940,7333,0.1164,0.784,ES,CME,snap-20260727-es,ES-20261218-6050-C-20260727
20260727,ES,20261218,6050,P,388.25,396.75,392.5,4020,11387,0.1154,-0.22,ES,CME,snap-20260727-es,ES-20261218-6050-P-20260727
2026-07-27,ES,2026-12-18,6100,C,148.5,151.75,150.00,"3,542",12556,0.1176,0.761,ES,CME,snap-20260727-es,ES-20261218-6100-C-20260727
20260727,ES,2026-12-18,"6,100.00",P,439,448.75,444,3559,"15,958",0.1165,-0.239,ES,CME,snap-20260727-es,ES-20261218-6100-P-20260727
07/27/2026,ES,2026-12-18,6150,C,150,153.25,151.5,2497,5995,0.1189,0.741,ES,CME,snap-20260727-es,ES-20261218-6150-C-20260727
07/27/26,ES,20261218,"6,150.00",P,489.5,500.75,495,2247,8580,0.1175,-0.259,ES,CME,snap-20260727-es,ES-20261218-6150-P-20260727
2026-07-27,ES,2026-12-18,6200,Call,151.5,155,153.25,1789,6816,0.1201,0.725,ES,CME,snap-20260727-es,ES-20261218-6200-C-20260727
20260727,es,2026-12-18,"6,200.00",Put,540.25,552.75,546.5,1421,3737,0.1185,-0.275,ES,CME,snap-20260727-es,ES-20261218-6200-P-20260727
2026-07-27,ES,20261218,6250,C,153,156.50,154.75,409,967,0.1213,0.71,ES,CME,snap-20260727-es,ES-20261218-6250-C-20260727
07/27/2026,ES,12/18/2026,6250,P,590.75,604.5,597.5,312,965,0.1195,-0.29,ES,CME,snap-20260727-es,ES-20261218-6250-P-20260727
20260727,ES,2026-12-18,6300,C,154.5,158.25,156.5,334,1329,0.1225,0.697,ES,CME,snap-20260727-es,ES-20261218-6300-C-20260727
2026-07-27,ES,12/18/2026,6300,P,641.5,656.5,649,361,1243,0.1205,-0.303,ES,CME,snap-20260727-es,ES-20261218-6300-P-20260727
2026-07-28,ES,2026-08-21,5400,C,553.25,560.5,557,761,2665,0.1203,0.699,ES,CME,snap-20260728-es,ES-20260821-5400-C-20260728
2026-07-28,ES,20260821,5400,P,66.25,67.25,66.75,871,3575,0.1263,-0.301,ES,CME,snap-20260728-es,ES-20260821-5400-P-20260728
20260728,es,08/21/2026,5450,Call,503,509.75,506.5,3131,7117,0.1193,0.712,ES,CME,snap-20260728-es,ES-20260821-5450-C-20260728
20260728,ES,2026-08-21,5450,P,65.5,66.25,66,1658,8477,0.1247,-0.288,ES,CME,snap-20260728-es,ES-20260821-5450-P-20260728
07/28/26,ES,2026-08-21,5500,C,453,458.75,456,7359,25094,0.1183,0.727,ES,CME,snap-20260728-es,ES-20260821-5500-C-20260728
07/28/2026,ES,08/21/26,5500,P,64.75,65.5,65,4789,18321,0.1231,-0.273,ES,CME,snap-20260728-es,ES-20260821-5500-P-20260728
20260728,ES,2026-08-21,5550,C,402.75,407.75,405.25,8539,20656,0.1173,0.744,ES,CME,snap-20260728-es,ES-20260821-5550-C-20260728
07/28/2026,ES,20260821,5550,P,63.75,64.75,64.25,5620,15505,0.1215,-0.256,ES,CME,snap-20260728-es,ES-20260821-5550-P-20260728
2026-07-28,ES,2026-08-21,5600,C,352.75,357,355,10610,26941,0.1163,0.764,ES,CME,snap-20260728-es,ES-20260821-5600-C-20260728
2026-07-28,ES,08/21/2026,"5,600.00",P,63,63.75,63.5,7754,39130,0.1199,-0.236,ES,CME,snap-20260728-es,ES-20260821-5600-P-20260728
2026-07-28,ES,2026-08-21,5650,C,302.5,306,304.25,11397,54198,0.12,0.787,ES,CME,snap-20260728-es,ES-20260821-5650-C-20260728
07/28/2026,ES,08/21/2026,5650,P,62.25,63.00,62.5,"14,291",37613,0.1183,-0.213,ES,CME,snap-20260728-es,ES-20260821-5650-P-20260728
07/28/2026,ES,2026-08-21,5700,C,252.25,255.25,253.75,17018,72253,0.1143,0.814,ES,CME,snap-20260728-es,ES-20260821-5700-C-20260728
2026-07-28,ES,2026-08-21,5700,P,61.25,62,61.5,21510,61969,0.1167,-0.186,ES,CME,snap-20260728-es,ES-20260821-5700-P-20260728
2026-07-28,ES,2026-08-21,5750,C,202,204.25,203.00,8273,20227,0.1133,0.848,ES,CME,snap-20260728-es,ES-20260821-5750-C-20260728
07/28/26,ES,08/21/2026,5750,P,60.5,61.25,61,15588,50874,0.1151,-0.152,ES,CME,snap-20260728-es,ES-20260821-5750-P-20260728
07/28/2026,ES,20260821,5800,C,151.75,153.5,152.5,14867,38896,0.11,0.889,ES,CME,snap-20260728-es,ES-20260821-5800-C-20260728
2026-07-28,ES,2026-08-21,"5,800.00",P,59.75,60.25,60,12205,31711,0.11,-0.111,ES,CME,snap-20260728-es,ES-20260821-5800-P-20260728
2026-07-28,ES,08/21/2026,5850,C,101.5,102.75,102.00,19535,82931,0.1114,0.942,ES,CME,snap-20260728-es,ES-20260821-5850-C-20260728
2026-07-28,ES,2026-08-21,5850,P,58.75,59.5,59,13065,70108,0.1119,-0.058,ES,CME,snap-20260728-es,ES-20260821-5850-P-20260728
20260728,ES,2026-08-21,5900,C,58.25,58.75,58.5,30502,106459,0.1107,0.99,ES,CME,snap-20260728-es,ES-20260821-5900-C-20260728
2026-07-28,ES,2026-08-21,5900,P,65,65.50,65.25,12499,"59,709",0.1106,-0.01,ES,CME,snap-20260728-es,ES-20260821-5900-P-20260728
07/28/2026,ES,2026-08-21,5950,Call,58.75,59.5,59,18432,59001,0.1119,0.926,ES,CME,snap-20260728-es,ES-20260821-5950-C-20260728
20260728,ES,20260821,5950,P,115.25,116.5,116,16503,42997,0.1116,-0.07,ES,CME,snap-20260728-es,ES-20260821-5950-P-20260728
2026-07-28,ES,2026-08-21,6000,Call,59.5,60,59.75,14889,67126,0.113,0.877,ES,CME,snap-20260728-es,ES-20260821-6000-C-20260728
07/28/2026,ES,08/21/2026,6000,P,165.5,167.25,166.5,31022,"87,824",0.1126,-0.123,ES,CME,snap-20260728-es,ES-20260821-6000-P-20260728
07/28/26,ES,2026-08-21,6050,Call,60,60.75,60.5,12401,35395,0.1142,0.838,ES,CME,snap-20260728-es,ES-20260821-6050-C-20260728
2026-07-28,ES,08/21/26,6050,P,215.75,218,217,17906,50575,0.1136,-0.16,ES,CME,snap-20260728-es,ES-20260821-6050-P-20260728
2026-07-28,ES,20260821,6100,C,60.75,61.5,61.00,12470,41880,0.1154,0.806,ES,CME,snap-20260728-es,ES-20260821-6100-C-20260728
07/28/2026,ES,08/21/2026,6100,P,265.75,269,267.5,20662,86189,0.1146,-0.194,ES,CME,snap-20260728-es,ES-20260821-6100-P-20260728
07/28/26,ES,2026-08-21,6150,C,61.25,62,61.5,13199,53596,0.1166,0.78,ES,CME,snap-20260728-es,ES-20260821-6150-C-20260728
07/28/2026,ES,2026-08-21,6150,put,316,319.75,318,4959,25266,0.1156,-0.22,ES,CME,snap-20260728-es,ES-20260821-6150-P-20260728
2026-07-28,ES,2026-08-21,6200,C,62,62.75,62.5,"6,184","15,250",0.1178,0.76,ES,CME,snap-20260728-es,ES-20260821-6200-C-20260728
2026-07-28,ES,2026-08-21,6200,put,366.25,370.75,368.5,6629,26556,0.1166,-0.242,ES,CME,snap-20260728-es,ES-20260821-6200-P-20260728
2026-07-28,ES,2026-08-21,6250,C,62.5,63.25,63,5581,26134,0.119,0.739,ES,CME,snap-20260728-es,ES-20260821-6250-C-20260728
20260728,ES,2026-08-21,6250,P,416.25,421.50,419,5493,19462,0.1176,-0.261,ES,CME,snap-20260728-es,ES-20260821-6250-P-20260728
2026-07-28,ES,2026-08-21,6300,C,63.25,64,63.50,3441,11883,0.1202,0.723,ES,CME,snap-20260728-es,ES-20260821-6300-C-20260728
2026-07-28,ES,08/21/26,6300,P,466.5,472.5,469.5,6959,"23,557",0.1186,-0.277,ES,CME,snap-20260728-es,ES-20260821-6300-P-20260728
20260728,ES,2026-08-21,6350,C,63.75,64.5,64,2249,5662,0.1214,0.709,ES,CME,snap-20260728-es,ES-20260821-6350-C-20260728
20260728,ES,2026-08-21,"6,350.00",P,516.5,523.5,520,"1,052",5286,0.1196,-0.291,ES,CME,snap-20260728-es,ES-20260821-6350-P-20260728
2026-07-28,ES,2026-08-21,6400,C,64.5,65.25,65,1327,4806,0.1226,0.696,ES,CME,snap-20260728-es,ES-20260821-6400-C-20260728
07/28/2026,ES,20260821,6400,P,566.75,574.25,570.5,1411,5959,0.1206,-0.304,ES,CME,snap-20260728-es,ES-20260821-6400-P-20260728
2026-07-28,ES,20260828,5400,C,561.5,569.5,565.5,982,2993,0.1203,0.699,ES,CME,snap-20260728-es,ES-20260828-5400-C-20260728
2026-07-28,ES,08/28/26,5400,P,75.5,76.50,76,580,"2,060",0.1263,-0.301,ES,CME,snap-20260728-es,ES-20260828-5400-P-20260728
2026-07-28,ES,20260828,5450,Call,511.5,518.5,515,1292,5909,0.1193,0.712,ES,CME,snap-20260728-es,ES-20260828-5450-C-20260728
07/28/26,ES,20260828,5450,P,74.5,75.5,75,2590,13390,0.1247,-0.288,ES,CME,snap-20260728-es,ES-20260828-5450-P-20260728
2026-07-28,ES,20260828,5500,Call,461.25,467.5,464.5,5056,"18,551",0.1183,0.727,ES,CME,snap-20260728-es,ES-20260828-5500-C-20260728
2026-07-28,ES,2026-08-28,5500,P,73.5,74.5,74,3783,13163,0.1231,-0.273,ES,CME,snap-20260728-es,ES-20260828-5500-P-20260728
07/28/2026,ES,08/28/2026,5550,C,411,416.5,413.75,5073,11559,0.1173,0.744,ES,CME,snap-20260728-es,ES-20260828-5550-C-20260728
2026-07-28,ES,08/28/26,"5,550.00",P,72.50,73.5,73,4533,"20,925",0.1215,-0.256,ES,CME,snap-20260728-es,ES-20260828-5550-P-20260728
07/28/26,es,2026-08-28,5600,C,361,365.5,363.25,6405,27806,0.1163,0.76,ES,CME,snap-20260728-es,ES-20260828-5600-C-20260728
2026-07-28,ES,2026-08-28,5600,P,71.5,72.5,72,12705,63974,0.1199,-0.236,ES,CME,snap-20260728-es,ES-20260828-5600-P-20260728
2026-07-28,ES,2026-08-28,5650,C,310.75,314.5,312.5,9300,21168,0.1153,0.787,ES,CME,snap-20260728-es,ES-20260828-5650-C-20260728
2026-07-28,es,20260828,5650,P,70.75,71.5,71,9075,"48,328",0.1183,-0.213,ES,CME,snap-20260728-es,ES-20260828-5650-P-20260728
2026-07-28,ES,2026-08-28,5700,C,260.5,263.5,262,6868,20717,0.1143,0.814,ES,CME,snap-20260728-es,ES-20260828-5700-C-20260728
07/28/2026,ES,2026-08-28,5700,put,69.75,70.5,70,23676,80908,0.12,-0.186,ES,CME,snap-20260728-es,ES-20260828-5700-P-20260728
20260728,es,08/28/2026,5750,C,210.25,212.5,211.5,10148,23392,0.1133,0.848,ES,CME,snap-20260728-es,ES-20260828-5750-C-20260728
2026-07-28,ES,2026-08-28,5750,P,68.75,69.5,69,"15,719","47,275",0.1151,-0.152,ES,CME,snap-20260728-es,ES-20260828-5750-P-20260728
20260728,ES,20260828,5800,C,160,161.75,161,"19,954",56196,0.1124,0.889,ES,CME,snap-20260728-es,ES-20260828-5800-C-20260728
2026-07-28,ES,2026-08-28,5800,P ,67.75,68.5,68,18221,58069,0.1135,-0.111,ES,CME,snap-20260728-es,ES-20260828-5800-P-20260728
2026-07-28,ES,2026-08-28,5850,C,109.5,110.75,110,22004,92065,0.1114,0.942,ES,CME,snap-20260728-es,ES-20260828-5850-C-20260728
2026-07-28,ES,20260828,"5,850.00",put,67,67.5,67.25,8372,32379,0.1119,-0.058,ES,CME,snap-20260728-es,ES-20260828-5850-P-20260728
07/28/2026,ES,2026-08-28,5900,C,66.25,66.75,66.5,20968,85733,0.1107,0.99,ES,CME,snap-20260728-es,ES-20260828-5900-C-20260728
2026-07-28,ES,2026-08-28,"5,900.00",P,72.75,73.75,73.25,20221,75701,0.11,-0.01,ES,CME,snap-20260728-es,ES-20260828-5900-P-20260728
2026-07-28,ES,2026-08-28,5950,C,66.75,67.5,67,"12,031",29342,0.1119,0.926,ES,CME,snap-20260728-es,ES-20260828-5950-C-20260728
2026-07-28,ES,20260828,5950,P,123.25,124.5,124,10458,29576,0.1116,-0.074,ES,CME,snap-20260728-es,ES-20260828-5950-P-20260728
2026-07-28,ES,08/28/2026,6000,C,67.5,68.25,68,13943,41807,0.11,0.877,ES,CME,snap-20260728-es,ES-20260828-6000-C-20260728
2026-07-28,ES,08/28/2026,6000,P,173.5,175.5,174.5,14987,46378,0.1126,-0.123,ES,CME,snap-20260728-es,ES-20260828-6000-P-20260728
07/28/2026,ES,2026-08-28,6050,C,68.25,69,68.5,7836,32974,0.1142,0.838,ES,CME,snap-20260728-es,ES-20260828-6050-C-20260728
2026-07-28,es,20260828,6050,P ,223.75,226.25,225,"20,060",94968,0.1136,-0.162,ES,CME,snap-20260728-es,ES-20260828-6050-P-20260728
20260728,ES,2026-08-28,6100,C,69,69.75,69.5,13208,51130,0.1154,0.806,ES,CME,snap-20260728-es,ES-20260828-6100-C-20260728
07/28/2026,ES,20260828,6100,P,274,277.25,275.5,17804,53585,0.1146,-0.194,ES,CME,snap-20260728-es,ES-20260828-6100-P-20260728
07/28/2026,ES,08/28/26,6150,C,69.75,70.5,70,4411,20630,0.1166,0.78,ES,CME,snap-20260728-es,ES-20260828-6150-C-20260728
